um	
0.375124	0.122544
0.411798	0.216989
0.452057	0.314397
0.496252	0.442717
0.544768	0.548876
0.598027	0.631858
0.656493	0.693325
0.720675	0.738411
0.791132	0.762716
0.868477	0.75714
0.953383	0.719026
1.04659	0.651027
1.14891	0.558809
1.26123	0.456998
1.38454	0.344929
1.5199	0.212512
1.66849	0.0902409
1.83161	0.0189181
2.01068	0.0015057
2.20725	0
2.42304	0
2.65993	9.38147E-5
2.91998	0.00520591
3.20545	0.0451173
3.51883	0.197569
3.86284	0.506163
4.24049	0.964792
4.65506	1.48235
5.11017	1.98261
5.60976	2.36544
6.1582	2.5594
6.76025	2.56027
7.42117	2.37847
8.14669	2.07488
8.94315	1.71223
9.81748	1.39367
10.7773	1.17615
11.8309	1.06853
12.9876	1.03104
14.2573	0.973719
15.6512	0.857985
17.1813	0.675415
18.861	0.51009
20.705	0.414933
22.7292	0.409775
24.9513	0.486033
27.3906	0.585262
30.0685	0.655763
33.0081	0.637614
36.2352	0.54499
39.7777	0.41921
43.6665	0.311273
47.9356	0.256389
52.622	0.254575
57.7666	0.299759
63.4141	0.370538
69.6138	0.441572
76.4196	0.494269
83.8907	0.531161
92.0923	0.568644
101.096	0.63895
110.979	0.779847
121.829	1.05511
133.74	1.55053
146.815	2.35397
161.168	3.49137
176.925	4.83656
194.222	6.09953
213.21	6.91248
234.054	6.9951
256.936	6.30486
282.056	5.06927
309.631	3.67489
339.902	2.48702
373.132	1.68421
409.611	1.22425
449.657	0.964735
493.617	0.73351
541.876	0.442833
594.852	0.17767
653.008	0.0347873
716.849	0.00262494
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

