um	
0.375124	0.100229
0.411798	0.177152
0.452057	0.258522
0.496252	0.36868
0.544768	0.454841
0.598027	0.522251
0.656493	0.571151
0.720675	0.613419
0.791132	0.636926
0.868477	0.632889
0.953383	0.599184
1.04659	0.540427
1.14891	0.473472
1.26123	0.390785
1.38454	0.295152
1.5199	0.170754
1.66849	0.0689966
1.83161	0.0133454
2.01068	0.00110556
2.20725	0
2.42304	4.5491E-5
2.65993	0.00436986
2.91998	0.0402997
3.20545	0.172725
3.51883	0.411002
3.86284	0.719394
4.24049	1.03934
4.65506	1.36629
5.11017	1.66512
5.60976	1.88868
6.1582	1.99786
6.76025	1.98834
7.42117	1.87057
8.14669	1.67478
8.94315	1.42728
9.81748	1.19429
10.7773	1.02721
11.8309	0.957675
12.9876	0.970019
14.2573	0.996534
15.6512	1.01034
17.1813	0.961929
18.861	0.932559
20.705	0.932288
22.7292	1.01173
24.9513	1.16937
27.3906	1.34682
30.0685	1.54124
33.0081	1.64973
36.2352	1.70163
39.7777	1.67928
43.6665	1.63393
47.9356	1.62923
52.622	1.67596
57.7666	1.80248
63.4141	1.97124
69.6138	2.13681
76.4196	2.2343
83.8907	2.22126
92.0923	2.12234
101.096	2.11154
110.979	2.39528
121.829	3.19701
133.74	4.52528
146.815	5.98678
161.168	6.84321
176.925	6.47839
194.222	4.90892
213.21	2.7141
234.054	0.984475
256.936	0.177322
282.056	0.0121532
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

