um	
0.375124	0.0348495
0.411798	0.0662928
0.452057	0.11097
0.496252	0.152064
0.544768	0.189634
0.598027	0.222823
0.656493	0.250863
0.720675	0.272927
0.791132	0.288382
0.868477	0.296721
0.953383	0.297717
1.04659	0.291427
1.14891	0.278781
1.26123	0.260914
1.38454	0.239047
1.5199	0.214459
1.66849	0.188365
1.83161	0.162007
2.01068	0.136785
2.20725	0.114422
2.42304	0.0973316
2.65993	0.0881868
2.91998	0.0898853
3.20545	0.10458
3.51883	0.132762
3.86284	0.172265
4.24049	0.216721
4.65506	0.257924
5.11017	0.286231
5.60976	0.295744
6.1582	0.283999
6.76025	0.255179
7.42117	0.215785
8.14669	0.172447
8.94315	0.133719
9.81748	0.107431
10.7773	0.10854
11.8309	0.132083
12.9876	0.158271
14.2573	0.181417
15.6512	0.181012
17.1813	0.145419
18.861	0.11202
20.705	0.112573
22.7292	0.13738
24.9513	0.157977
27.3906	0.184394
30.0685	0.254293
33.0081	0.327725
36.2352	0.302945
39.7777	0.211389
43.6665	0.150836
47.9356	0.176505
52.622	0.321001
57.7666	0.490392
63.4141	0.471008
69.6138	0.316657
76.4196	0.311411
83.8907	0.61244
92.0923	1.05874
101.096	1.29862
110.979	1.52973
121.829	2.15858
133.74	3.24126
146.815	4.49577
161.168	5.79077
176.925	7.23113
194.222	8.75626
213.21	9.94329
234.054	10.2227
256.936	9.21053
282.056	6.97464
309.631	4.19669
339.902	2.09633
373.132	1.4864
409.611	2.13286
449.657	2.84616
493.617	2.10676
541.876	0.643559
594.852	0.0418438
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

