um	
0.375124	0.0531903
0.411798	0.095549
0.452057	0.141122
0.496252	0.201077
0.544768	0.248263
0.598027	0.288653
0.656493	0.322344
0.720675	0.352895
0.791132	0.371996
0.868477	0.380321
0.953383	0.37692
1.04659	0.364031
1.14891	0.341893
1.26123	0.310738
1.38454	0.273308
1.5199	0.232157
1.66849	0.192746
1.83161	0.157032
2.01068	0.129782
2.20725	0.111311
2.42304	0.105095
2.65993	0.111953
2.91998	0.13594
3.20545	0.175654
3.51883	0.228016
3.86284	0.287022
4.24049	0.348865
4.65506	0.410007
5.11017	0.461829
5.60976	0.495876
6.1582	0.503216
6.76025	0.488051
7.42117	0.452981
8.14669	0.406678
8.94315	0.350033
9.81748	0.29725
10.7773	0.257238
11.8309	0.238675
12.9876	0.240681
14.2573	0.246014
15.6512	0.259005
17.1813	0.263158
18.861	0.286397
20.705	0.31508
22.7292	0.35954
24.9513	0.414819
27.3906	0.465961
30.0685	0.535603
33.0081	0.596098
36.2352	0.675225
39.7777	0.755635
43.6665	0.847434
47.9356	0.956835
52.622	1.07542
57.7666	1.2183
63.4141	1.38689
69.6138	1.60122
76.4196	1.87744
83.8907	2.22311
92.0923	2.63109
101.096	3.0906
110.979	3.58701
121.829	4.14335
133.74	4.79345
146.815	5.5597
161.168	6.38825
176.925	7.09738
194.222	7.41619
213.21	7.09169
234.054	6.05016
256.936	4.48955
282.056	2.85047
309.631	1.60285
339.902	0.949462
373.132	0.777675
409.611	0.8924
449.657	1.07342
493.617	1.06951
541.876	0.741942
594.852	0.329582
653.008	0.0688737
716.849	0.00580731
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

