um	
0.375124	0.0346826
0.411798	0.0659625
0.452057	0.110405
0.496252	0.15125
0.544768	0.188546
0.598027	0.221411
0.656493	0.249053
0.720675	0.270599
0.791132	0.285367
0.868477	0.292771
0.953383	0.292481
1.04659	0.284427
1.14891	0.269416
1.26123	0.248475
1.38454	0.2227
1.5199	0.193341
1.66849	0.161636
1.83161	0.129069
2.01068	0.097545
2.20725	0.0696892
2.42304	0.049475
2.65993	0.0407404
2.91998	0.0472917
3.20545	0.0732522
3.51883	0.120873
3.86284	0.187675
4.24049	0.264349
4.65506	0.338743
5.11017	0.39581
5.60976	0.425704
6.1582	0.422776
6.76025	0.391758
7.42117	0.3415
8.14669	0.281156
8.94315	0.227054
9.81748	0.19189
10.7773	0.2019
11.8309	0.250718
12.9876	0.300667
14.2573	0.342377
15.6512	0.342934
17.1813	0.28487
18.861	0.233284
20.705	0.247613
22.7292	0.318177
24.9513	0.394064
27.3906	0.479963
30.0685	0.614943
33.0081	0.722665
36.2352	0.682745
39.7777	0.599628
43.6665	0.631926
47.9356	0.809066
52.622	1.09906
57.7666	1.36496
63.4141	1.42266
69.6138	1.38876
76.4196	1.6512
83.8907	2.39746
92.0923	3.26599
101.096	3.81908
110.979	4.30361
121.829	5.16911
133.74	6.34482
146.815	7.33587
161.168	7.85741
176.925	8.07835
194.222	8.36185
213.21	8.35575
234.054	6.54574
256.936	2.99498
282.056	0.561866
309.631	0.0226026
339.902	0
373.132	0.0232954
409.611	0.343332
449.657	0.976552
493.617	0.91859
541.876	0.283964
594.852	0.0167291
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

