um	
0.375124	0.0417478
0.411798	0.0748797
0.452057	0.110728
0.496252	0.157937
0.544768	0.195483
0.598027	0.227819
0.656493	0.255392
0.720675	0.280751
0.791132	0.297646
0.868477	0.306309
0.953383	0.306274
1.04659	0.299073
1.14891	0.284717
1.26123	0.263119
1.38454	0.236113
1.5199	0.20581
1.66849	0.17582
1.83161	0.147669
2.01068	0.124418
2.20725	0.106969
2.42304	0.0979638
2.65993	0.0987538
2.91998	0.111867
3.20545	0.136354
3.51883	0.169918
3.86284	0.209211
4.24049	0.251842
4.65506	0.294805
5.11017	0.331268
5.60976	0.354418
6.1582	0.358369
6.76025	0.34597
7.42117	0.320408
8.14669	0.287047
8.94315	0.247819
9.81748	0.212584
10.7773	0.188749
11.8309	0.182098
12.9876	0.190346
14.2573	0.200938
15.6512	0.209445
17.1813	0.205462
18.861	0.204435
20.705	0.20767
22.7292	0.224887
24.9513	0.256438
27.3906	0.290901
30.0685	0.328229
33.0081	0.348153
36.2352	0.355194
39.7777	0.344747
43.6665	0.325378
47.9356	0.308679
52.622	0.29928
57.7666	0.305597
63.4141	0.324869
69.6138	0.353365
76.4196	0.382152
83.8907	0.40532
92.0923	0.421815
101.096	0.441014
110.979	0.480319
121.829	0.57122
133.74	0.760505
146.815	1.10994
161.168	1.67665
176.925	2.46772
194.222	3.40098
213.21	4.30772
234.054	4.99162
256.936	5.31473
282.056	5.25848
309.631	4.92658
339.902	4.48654
373.132	4.09357
409.611	3.8258
449.657	3.67115
493.617	3.54356
541.876	3.35008
594.852	3.03264
653.008	2.62232
716.849	2.19939
786.932	1.87395
863.866	1.7023
948.322	1.67265
1041.03	1.70238
1142.81	1.75564
1254.54	1.78359
1377.19	1.83991
1511.83	1.93346
1659.63	2.04429
1821.88	2.3679
2000	

