um	
0.375124	0.0589068
0.411798	0.105174
0.452057	0.157083
0.496252	0.220088
0.544768	0.263793
0.598027	0.29522
0.656493	0.321536
0.720675	0.33668
0.791132	0.330093
0.868477	0.304658
0.953383	0.274936
1.04659	0.233267
1.14891	0.175463
1.26123	0.109698
1.38454	0.0534774
1.5199	0.0194897
1.66849	0.00379107
1.83161	0.000351571
2.01068	0
2.20725	0
2.42304	0
2.65993	0
2.91998	0.00161141
3.20545	0.0198831
3.51883	0.11312
3.86284	0.328323
4.24049	0.682495
4.65506	1.09122
5.11017	1.48308
5.60976	1.77218
6.1582	1.91441
6.76025	1.93191
7.42117	1.82888
8.14669	1.64388
8.94315	1.40764
9.81748	1.22487
10.7773	1.15029
11.8309	1.20729
12.9876	1.35128
14.2573	1.46239
15.6512	1.51196
17.1813	1.44419
18.861	1.39879
20.705	1.39112
22.7292	1.48915
24.9513	1.69799
27.3906	1.93984
30.0685	2.2305
33.0081	2.42681
36.2352	2.5692
39.7777	2.60287
43.6665	2.57409
47.9356	2.54949
52.622	2.54298
57.7666	2.61726
63.4141	2.74321
69.6138	2.88709
76.4196	2.96951
83.8907	2.90909
92.0923	2.69314
101.096	2.48591
110.979	2.48342
121.829	2.89473
133.74	3.69744
146.815	4.58406
161.168	5.00437
176.925	4.51143
194.222	3.15858
213.21	1.56772
234.054	0.47249
256.936	0.0701701
282.056	0.00294506
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

