um	
0.375124	0.0418511
0.411798	0.0795784
0.452057	0.133101
0.496252	0.18217
0.544768	0.226807
0.598027	0.265953
0.656493	0.298664
0.720675	0.323949
0.791132	0.341078
0.868477	0.349489
0.953383	0.348995
1.04659	0.339732
1.14891	0.322922
1.26123	0.299916
1.38454	0.272201
1.5199	0.241181
1.66849	0.208297
1.83161	0.17498
2.01068	0.143251
2.20725	0.115851
2.42304	0.0970029
2.65993	0.0915992
2.91998	0.104862
3.20545	0.141935
3.51883	0.204774
3.86284	0.289857
4.24049	0.385603
4.65506	0.47604
5.11017	0.542018
5.60976	0.57038
6.1582	0.553869
6.76025	0.498719
7.42117	0.415948
8.14669	0.320883
8.94315	0.234536
9.81748	0.175824
10.7773	0.172019
11.8309	0.205948
12.9876	0.24127
14.2573	0.272295
15.6512	0.261547
17.1813	0.195658
18.861	0.147318
20.705	0.16748
22.7292	0.225278
24.9513	0.252017
27.3906	0.277247
30.0685	0.386316
33.0081	0.524691
36.2352	0.49107
39.7777	0.335416
43.6665	0.264763
47.9356	0.35342
52.622	0.59284
57.7666	0.797156
63.4141	0.747196
69.6138	0.60463
76.4196	0.698586
83.8907	1.13723
92.0923	1.62521
101.096	1.84875
110.979	2.08029
121.829	2.71827
133.74	3.76144
146.815	4.88815
161.168	5.95078
176.925	7.05912
194.222	8.1973
213.21	9.0428
234.054	9.14134
256.936	8.16454
282.056	6.06489
309.631	3.1483
339.902	0.891961
373.132	0.514169
409.611	1.68239
449.657	2.70692
493.617	1.24467
541.876	0.103523
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

