um	
0.375124	0.0340889
0.411798	0.0648316
0.452057	0.108514
0.496252	0.148667
0.544768	0.185349
0.598027	0.217707
0.656493	0.244984
0.720675	0.266348
0.791132	0.281162
0.868477	0.288883
0.953383	0.28922
1.04659	0.282124
1.14891	0.268358
1.26123	0.248878
1.38454	0.224637
1.5199	0.196724
1.66849	0.166145
1.83161	0.134181
2.01068	0.102543
2.20725	0.0737813
2.42304	0.0519632
2.65993	0.0412214
2.91998	0.0456435
3.20545	0.0692247
3.51883	0.114337
3.86284	0.1786
4.24049	0.252494
4.65506	0.323901
5.11017	0.378104
5.60976	0.405998
6.1582	0.402782
6.76025	0.373388
7.42117	0.326561
8.14669	0.269977
8.94315	0.218033
9.81748	0.182594
10.7773	0.190837
11.8309	0.239087
12.9876	0.289768
14.2573	0.331962
15.6512	0.333405
17.1813	0.275142
18.861	0.221364
20.705	0.232978
22.7292	0.30148
24.9513	0.3751
27.3906	0.45739
30.0685	0.584566
33.0081	0.680095
36.2352	0.637081
39.7777	0.564138
43.6665	0.605705
47.9356	0.780995
52.622	1.05923
57.7666	1.31474
63.4141	1.37062
69.6138	1.33412
76.4196	1.57949
83.8907	2.29004
92.0923	3.10606
101.096	3.59512
110.979	4.02937
121.829	4.88345
133.74	6.08633
146.815	7.1288
161.168	7.7269
176.925	8.02568
194.222	8.28467
213.21	8.21031
234.054	6.67162
256.936	3.58006
282.056	0.912347
309.631	0.0541194
339.902	0
373.132	0.0328378
409.611	0.505967
449.657	1.52137
493.617	1.55749
541.876	0.540038
594.852	0.0361813
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

