um	
0.375124	0.0512814
0.411798	0.0918105
0.452057	0.135964
0.496252	0.193729
0.544768	0.239124
0.598027	0.277336
0.656493	0.309536
0.720675	0.338399
0.791132	0.355955
0.868477	0.361651
0.953383	0.355622
1.04659	0.339918
1.14891	0.314264
1.26123	0.277749
1.38454	0.23335
1.5199	0.185198
1.66849	0.138318
1.83161	0.0958755
2.01068	0.0630994
2.20725	0.0426412
2.42304	0.037649
2.65993	0.0502166
2.91998	0.0892558
3.20545	0.157389
3.51883	0.249744
3.86284	0.356012
4.24049	0.47256
4.65506	0.591453
5.11017	0.694113
5.60976	0.759672
6.1582	0.772585
6.76025	0.7362
7.42117	0.660845
8.14669	0.561383
8.94315	0.451293
9.81748	0.354711
10.7773	0.289084
11.8309	0.260961
12.9876	0.260957
14.2573	0.264168
15.6512	0.257555
17.1813	0.23068
18.861	0.208969
20.705	0.20171
22.7292	0.220476
24.9513	0.261909
27.3906	0.305749
30.0685	0.342944
33.0081	0.35134
36.2352	0.341553
39.7777	0.319306
43.6665	0.298797
47.9356	0.291701
52.622	0.296032
57.7666	0.311887
63.4141	0.330214
69.6138	0.347178
76.4196	0.361584
83.8907	0.378924
92.0923	0.40713
101.096	0.457323
110.979	0.538942
121.829	0.669455
133.74	0.875699
146.815	1.19631
161.168	1.66584
176.925	2.28075
194.222	2.97149
213.21	3.60084
234.054	4.01294
256.936	4.10651
282.056	3.89016
309.631	3.48493
339.902	3.06626
373.132	2.78555
409.611	2.7146
449.657	2.83768
493.617	3.06219
541.876	3.26063
594.852	3.32327
653.008	3.22676
716.849	3.0286
786.932	2.84037
863.866	2.74731
948.322	2.76248
1041.03	2.81168
1142.81	2.81007
1254.54	2.66227
1377.19	2.37877
1511.83	2.02874
1659.63	1.7481
1821.88	1.61676
2000	

