um	
0.375124	0.0381605
0.411798	0.0726435
0.452057	0.121796
0.496252	0.167301
0.544768	0.209304
0.598027	0.24693
0.656493	0.279361
0.720675	0.305665
0.791132	0.325061
0.868477	0.336812
0.953383	0.340402
1.04659	0.335499
1.14891	0.322731
1.26123	0.302934
1.38454	0.277159
1.5199	0.246658
1.66849	0.212948
1.83161	0.177934
2.01068	0.144211
2.20725	0.115205
2.42304	0.0953616
2.65993	0.0892983
2.91998	0.101379
3.20545	0.13526
3.51883	0.191523
3.86284	0.265571
4.24049	0.346354
4.65506	0.419565
5.11017	0.469582
5.60976	0.486486
6.1582	0.466727
6.76025	0.4174
7.42117	0.349173
8.14669	0.274126
8.94315	0.205108
9.81748	0.154975
10.7773	0.145366
11.8309	0.167043
12.9876	0.194734
14.2573	0.221966
15.6512	0.221431
17.1813	0.180405
18.861	0.148354
20.705	0.160407
22.7292	0.196011
24.9513	0.219981
27.3906	0.253808
30.0685	0.356387
33.0081	0.491141
36.2352	0.502625
39.7777	0.400106
43.6665	0.329955
47.9356	0.378844
52.622	0.559218
57.7666	0.706164
63.4141	0.610683
69.6138	0.440706
76.4196	0.513851
83.8907	0.944375
92.0923	1.40024
101.096	1.44159
110.979	1.40787
121.829	1.88458
133.74	2.99796
146.815	4.27512
161.168	5.34873
176.925	6.43374
194.222	7.77296
213.21	9.15878
234.054	9.98874
256.936	9.56285
282.056	7.47362
309.631	4.31288
339.902	2.01146
373.132	1.50581
409.611	2.02063
449.657	2.03768
493.617	1.11181
541.876	0.372247
594.852	0.0842708
653.008	0.0062411
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

