um	
0.375124	0.0442183
0.411798	0.0840594
0.452057	0.140512
0.496252	0.192149
0.544768	0.238966
0.598027	0.279836
0.656493	0.313769
0.720675	0.339762
0.791132	0.357114
0.868477	0.365346
0.953383	0.364418
1.04659	0.354655
1.14891	0.33751
1.26123	0.314497
1.38454	0.287226
1.5199	0.257045
1.66849	0.225249
1.83161	0.192903
2.01068	0.161645
2.20725	0.133808
2.42304	0.113482
2.65993	0.105839
2.91998	0.116593
3.20545	0.151451
3.51883	0.2128
3.86284	0.297554
4.24049	0.393821
4.65506	0.484764
5.11017	0.550131
5.60976	0.576248
6.1582	0.556137
6.76025	0.49762
7.42117	0.413231
8.14669	0.319169
8.94315	0.234746
9.81748	0.177501
10.7773	0.177193
11.8309	0.215341
12.9876	0.252654
14.2573	0.281825
15.6512	0.263294
17.1813	0.189648
18.861	0.142343
20.705	0.173864
22.7292	0.241621
24.9513	0.256569
27.3906	0.263864
30.0685	0.373918
33.0081	0.533721
36.2352	0.500052
39.7777	0.318566
43.6665	0.235637
47.9356	0.330944
52.622	0.588978
57.7666	0.800813
63.4141	0.740754
69.6138	0.591008
76.4196	0.68587
83.8907	1.12432
92.0923	1.60691
101.096	1.83758
110.979	2.09529
121.829	2.75844
133.74	3.80884
146.815	4.93582
161.168	6.00871
176.925	7.12695
194.222	8.25959
213.21	9.07676
234.054	9.12074
256.936	8.0808
282.056	5.90022
309.631	2.88849
339.902	0.808717
373.132	0.59692
409.611	1.7946
449.657	2.58619
493.617	1.1457
541.876	0.0941317
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

