um	
0.375124	0.146933
0.411798	0.263393
0.452057	0.390773
0.496252	0.5571
0.544768	0.687516
0.598027	0.798127
0.656493	0.892434
0.720675	0.977539
0.791132	1.02905
0.868477	1.04682
0.953383	1.03143
1.04659	0.988374
1.14891	0.914272
1.26123	0.806578
1.38454	0.674859
1.5199	0.531166
1.66849	0.388725
1.83161	0.255297
2.01068	0.151186
2.20725	0.0850244
2.42304	0.0677652
2.65993	0.100074
2.91998	0.220049
3.20545	0.439908
3.51883	0.74315
3.86284	1.08858
4.24049	1.47166
4.65506	1.8664
5.11017	2.20012
5.60976	2.40114
6.1582	2.42233
6.76025	2.28979
7.42117	2.04519
8.14669	1.73206
8.94315	1.39165
9.81748	1.10977
10.7773	0.945678
11.8309	0.924165
12.9876	1.00644
14.2573	1.09227
15.6512	1.12882
17.1813	1.05959
18.861	1.00141
20.705	0.983427
22.7292	1.07447
24.9513	1.27757
27.3906	1.52053
30.0685	1.79177
33.0081	1.95756
36.2352	2.04414
39.7777	2.02067
43.6665	1.93937
47.9356	1.87101
52.622	1.83277
57.7666	1.86817
63.4141	1.95014
69.6138	2.0445
76.4196	2.09045
83.8907	2.03543
92.0923	1.88256
101.096	1.76913
110.979	1.85982
121.829	2.33073
133.74	3.19114
146.815	4.17331
161.168	4.75195
176.925	4.47292
194.222	3.34306
213.21	1.80948
234.054	0.632567
256.936	0.109826
282.056	0.00692358
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

