um	
0.375124	0.0487655
0.411798	0.0875002
0.452057	0.129311
0.496252	0.184313
0.544768	0.227777
0.598027	0.264981
0.656493	0.296319
0.720675	0.324918
0.791132	0.343329
0.868477	0.351911
0.953383	0.350095
1.04659	0.339983
1.14891	0.321755
1.26123	0.295462
1.38454	0.263518
1.5199	0.228639
1.66849	0.195478
1.83161	0.165875
2.01068	0.143614
2.20725	0.129397
2.42304	0.126182
2.65993	0.135301
2.91998	0.160046
3.20545	0.198722
3.51883	0.247588
3.86284	0.301406
4.24049	0.356877
4.65506	0.410273
5.11017	0.452923
5.60976	0.476212
6.1582	0.472934
6.76025	0.448037
7.42117	0.406585
8.14669	0.3563
8.94315	0.299243
9.81748	0.248355
10.7773	0.213167
11.8309	0.201398
12.9876	0.210605
14.2573	0.224597
15.6512	0.238703
17.1813	0.237989
18.861	0.242758
20.705	0.251841
22.7292	0.277451
24.9513	0.319879
27.3906	0.365342
30.0685	0.418941
33.0081	0.455442
36.2352	0.485145
39.7777	0.498961
43.6665	0.505429
47.9356	0.51428
52.622	0.525732
57.7666	0.549763
63.4141	0.584208
69.6138	0.632406
76.4196	0.693536
83.8907	0.768034
92.0923	0.855027
101.096	0.959041
110.979	1.08998
121.829	1.28006
133.74	1.58108
146.815	2.05838
161.168	2.75762
176.925	3.65345
194.222	4.62027
213.21	5.45406
234.054	5.96069
256.936	6.04866
282.056	5.77255
309.631	5.29367
339.902	4.79246
373.132	4.38361
409.611	4.07883
449.657	3.8021
493.617	3.44083
541.876	2.9188
594.852	2.26067
653.008	1.59851
716.849	1.09496
786.932	0.832755
863.866	0.784846
948.322	0.861793
1041.03	0.923759
1142.81	0.830717
1254.54	0.536157
1377.19	0.221934
1511.83	0.0438494
1659.63	0.00332718
1821.88	0
2000	

