um	
0.375124	0.0703473
0.411798	0.12604
0.452057	0.186588
0.496252	0.265749
0.544768	0.328332
0.598027	0.381512
0.656493	0.426865
0.720675	0.467718
0.791132	0.493755
0.868477	0.504904
0.953383	0.50161
1.04659	0.486137
1.14891	0.458278
1.26123	0.417752
1.38454	0.368759
1.5199	0.315985
1.66849	0.26521
1.83161	0.219034
2.01068	0.182647
2.20725	0.158667
2.42304	0.152249
2.65993	0.166454
2.91998	0.205949
3.20545	0.268236
3.51883	0.34818
3.86284	0.439796
4.24049	0.537754
4.65506	0.632028
5.11017	0.701943
5.60976	0.729741
6.1582	0.706654
6.76025	0.644423
7.42117	0.55754
8.14669	0.458675
8.94315	0.358819
9.81748	0.280087
10.7773	0.236115
11.8309	0.231629
12.9876	0.254461
14.2573	0.276669
15.6512	0.284749
17.1813	0.265489
18.861	0.252614
20.705	0.252693
22.7292	0.282711
24.9513	0.340485
27.3906	0.404321
30.0685	0.471253
33.0081	0.508857
36.2352	0.53013
39.7777	0.53092
43.6665	0.525375
47.9356	0.528042
52.622	0.537938
57.7666	0.562486
63.4141	0.594602
69.6138	0.633529
76.4196	0.677118
83.8907	0.726931
92.0923	0.785907
101.096	0.861979
110.979	0.965388
121.829	1.12191
133.74	1.36796
146.815	1.74472
161.168	2.27076
176.925	2.90281
194.222	3.52232
213.21	3.96238
234.054	4.08703
256.936	3.86768
282.056	3.41146
309.631	2.91217
339.902	2.55339
373.132	2.43425
409.611	2.55446
449.657	2.82788
493.617	3.1068
541.876	3.24595
594.852	3.18074
653.008	2.96254
716.849	2.71337
786.932	2.54822
863.866	2.51076
948.322	2.55059
1041.03	2.53914
1142.81	2.34234
1254.54	1.89636
1377.19	1.27488
1511.83	0.705738
1659.63	0.349511
1821.88	0.195082
2000	

