um	
0.375124	0
0.411798	0
0.452057	0
0.496252	0
0.544768	0
0.598027	0
0.656493	0
0.720675	0
0.791132	0
0.868477	0
0.953383	0
1.04659	0
1.14891	0
1.26123	0
1.38454	0
1.5199	0
1.66849	0
1.83161	0
2.01068	0
2.20725	0
2.42304	0
2.65993	0
2.91998	5.30369E-5
3.20545	0.00303347
3.51883	0.0327603
3.86284	0.156918
4.24049	0.425643
4.65506	0.793882
5.11017	1.14738
5.60976	1.41213
6.1582	1.55694
6.76025	1.59952
7.42117	1.54062
8.14669	1.40304
8.94315	1.21779
9.81748	1.08561
10.7773	1.06421
11.8309	1.16894
12.9876	1.34569
14.2573	1.46878
15.6512	1.50964
17.1813	1.4425
18.861	1.41804
20.705	1.45538
22.7292	1.60916
24.9513	1.85257
27.3906	2.08791
30.0685	2.30857
33.0081	2.39518
36.2352	2.41406
39.7777	2.35578
43.6665	2.28293
47.9356	2.25599
52.622	2.2589
57.7666	2.31091
63.4141	2.36178
69.6138	2.39032
76.4196	2.38225
83.8907	2.35503
92.0923	2.37486
101.096	2.58793
110.979	3.12437
121.829	4.08661
133.74	5.31414
146.815	6.34505
161.168	6.59533
176.925	5.74793
194.222	4.03738
213.21	2.08479
234.054	0.704745
256.936	0.119587
282.056	0.00746089
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

