um	
0.375124	0
0.411798	0
0.452057	0
0.496252	0
0.544768	0
0.598027	0
0.656493	0
0.720675	0
0.791132	0
0.868477	0
0.953383	0
1.04659	0
1.14891	0
1.26123	0
1.38454	0
1.5199	0
1.66849	0
1.83161	0
2.01068	0
2.20725	0
2.42304	0
2.65993	0
2.91998	0
3.20545	0.000222281
3.51883	0.0116082
3.86284	0.0956295
4.24049	0.373653
4.65506	0.833151
5.11017	1.33854
5.60976	1.73576
6.1582	1.99109
6.76025	2.1261
7.42117	2.11645
8.14669	1.99349
8.94315	1.79297
9.81748	1.67059
10.7773	1.71703
11.8309	1.94767
12.9876	2.27321
14.2573	2.48027
15.6512	2.54317
17.1813	2.43331
18.861	2.40614
20.705	2.4884
22.7292	2.75233
24.9513	3.14773
27.3906	3.50801
30.0685	3.84193
33.0081	3.98176
36.2352	4.06186
39.7777	4.05392
43.6665	4.02232
47.9356	4.00163
52.622	3.92284
57.7666	3.8131
63.4141	3.61467
69.6138	3.37819
76.4196	3.14203
83.8907	2.94469
92.0923	2.79244
101.096	2.60588
110.979	2.29341
121.829	1.79904
133.74	1.17217
146.815	0.570633
161.168	0.180543
176.925	0.0287829
194.222	0.00160354
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

