um	
0.375124	0.0540736
0.411798	0.0969113
0.452057	0.143285
0.496252	0.204109
0.544768	0.251952
0.598027	0.292455
0.656493	0.326397
0.720675	0.356978
0.791132	0.375937
0.868477	0.383262
0.953383	0.378733
1.04659	0.364649
1.14891	0.3412
1.26123	0.30817
1.38454	0.268549
1.5199	0.225897
1.66849	0.185493
1.83161	0.149718
2.01068	0.122833
2.20725	0.106164
2.42304	0.103049
2.65993	0.115506
2.91998	0.147786
3.20545	0.198613
3.51883	0.263382
3.86284	0.335563
4.24049	0.410941
4.65506	0.483997
5.11017	0.542544
5.60976	0.574168
6.1582	0.569889
6.76025	0.53524
7.42117	0.478276
8.14669	0.408642
8.94315	0.331706
9.81748	0.263823
10.7773	0.217563
11.8309	0.200785
12.9876	0.208703
14.2573	0.222792
15.6512	0.233883
17.1813	0.227164
18.861	0.222948
20.705	0.224246
22.7292	0.243662
24.9513	0.281593
27.3906	0.323619
30.0685	0.370753
33.0081	0.399088
36.2352	0.416998
39.7777	0.419333
43.6665	0.415368
47.9356	0.415308
52.622	0.419417
57.7666	0.434584
63.4141	0.458332
69.6138	0.493123
76.4196	0.540918
83.8907	0.606733
92.0923	0.695482
101.096	0.81709
110.979	0.981611
121.829	1.21348
133.74	1.54721
146.815	2.02446
161.168	2.66707
176.925	3.43693
194.222	4.21771
213.21	4.83334
234.054	5.12116
256.936	5.01231
282.056	4.57546
309.631	3.98777
339.902	3.45051
373.132	3.10194
409.611	2.97721
449.657	3.01715
493.617	3.09943
541.876	3.09581
594.852	2.94293
653.008	2.68271
716.849	2.42196
786.932	2.26268
863.866	2.23435
948.322	2.26679
1041.03	2.2153
1142.81	1.9453
1254.54	1.40771
1377.19	0.751093
1511.83	0.254148
1659.63	0.0426701
1821.88	0.00242144
2000	

