um	
0.375124	0.0366937
0.411798	0.0698448
0.452057	0.117088
0.496252	0.160798
0.544768	0.201109
0.598027	0.23717
0.656493	0.268191
0.720675	0.293273
0.791132	0.311669
0.868477	0.322684
0.953383	0.32584
1.04659	0.320863
1.14891	0.308388
1.26123	0.289291
1.38454	0.264621
1.5199	0.235657
1.66849	0.203854
1.83161	0.171032
2.01068	0.139558
2.20725	0.112504
2.42304	0.0938717
2.65993	0.0877312
2.91998	0.0981431
3.20545	0.128365
3.51883	0.179106
3.86284	0.24674
4.24049	0.321687
4.65506	0.391603
5.11017	0.442126
5.60976	0.46373
6.1582	0.451444
6.76025	0.409947
7.42117	0.347792
8.14669	0.276093
8.94315	0.211193
9.81748	0.166349
10.7773	0.161612
11.8309	0.188148
12.9876	0.219087
14.2573	0.248879
15.6512	0.24849
17.1813	0.199237
18.861	0.152487
20.705	0.151481
22.7292	0.184931
24.9513	0.223877
27.3906	0.282764
30.0685	0.398992
33.0081	0.504091
36.2352	0.455315
39.7777	0.321104
43.6665	0.263566
47.9356	0.356175
52.622	0.622988
57.7666	0.897838
63.4141	0.90997
69.6138	0.782255
76.4196	0.941601
83.8907	1.64202
92.0923	2.56898
101.096	3.18071
110.979	3.7227
121.829	4.76253
133.74	6.31073
146.815	7.81094
161.168	8.87675
176.925	9.59663
194.222	10.1837
213.21	10.208
234.054	8.26399
256.936	4.33265
282.056	1.05881
309.631	0.0599329
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

