um	
0.375124	0.0350933
0.411798	0.0667484
0.452057	0.111742
0.496252	0.15313
0.544768	0.190973
0.598027	0.224397
0.656493	0.252615
0.720675	0.274758
0.791132	0.290147
0.868477	0.298191
0.953383	0.298556
1.04659	0.291141
1.14891	0.276721
1.26123	0.256253
1.38454	0.230766
1.5199	0.201406
1.66849	0.169327
1.83161	0.135923
2.01068	0.103091
2.20725	0.0735165
2.42304	0.0514216
2.65993	0.0410469
2.91998	0.0464316
3.20545	0.0719673
3.51883	0.120305
3.86284	0.189089
4.24049	0.268752
4.65506	0.346617
5.11017	0.407055
5.60976	0.439777
6.1582	0.438785
6.76025	0.408627
7.42117	0.357938
8.14669	0.29545
8.94315	0.237553
9.81748	0.198578
10.7773	0.206972
11.8309	0.25576
12.9876	0.306731
14.2573	0.350809
15.6512	0.354102
17.1813	0.297369
18.861	0.245862
20.705	0.262063
22.7292	0.334239
24.9513	0.405075
27.3906	0.482428
30.0685	0.617843
33.0081	0.739066
36.2352	0.706689
39.7777	0.614343
43.6665	0.63481
47.9356	0.812117
52.622	1.11504
57.7666	1.38947
63.4141	1.4413
69.6138	1.39991
76.4196	1.66558
83.8907	2.42613
92.0923	3.30564
101.096	3.84989
110.979	4.31371
121.829	5.17124
133.74	6.36909
146.815	7.39908
161.168	7.93643
176.925	8.13615
194.222	8.39497
213.21	8.3685
234.054	6.52441
256.936	2.99426
282.056	0.578171
309.631	0.0247114
339.902	0
373.132	0.010425
409.611	0.183667
449.657	0.618235
493.617	0.664113
541.876	0.225402
594.852	0.0143167
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

