um	
0.375124	0.0623905
0.411798	0.111769
0.452057	0.165432
0.496252	0.235703
0.544768	0.291321
0.598027	0.338645
0.656493	0.379005
0.720675	0.415532
0.791132	0.439047
0.868477	0.449445
0.953383	0.447001
1.04659	0.43382
1.14891	0.409841
1.26123	0.374753
1.38454	0.332121
1.5199	0.286011
1.66849	0.241728
1.83161	0.201692
2.01068	0.170325
2.20725	0.149859
2.42304	0.144608
2.65993	0.157359
2.91998	0.19188
3.20545	0.24592
3.51883	0.314631
3.86284	0.3925
4.24049	0.474727
4.65506	0.553051
5.11017	0.61118
5.60976	0.634807
6.1582	0.616618
6.76025	0.565645
7.42117	0.493258
8.14669	0.410185
8.94315	0.325519
9.81748	0.257601
10.7773	0.218267
11.8309	0.211599
12.9876	0.227713
14.2573	0.243494
15.6512	0.247346
17.1813	0.228738
18.861	0.214265
20.705	0.210703
22.7292	0.231327
24.9513	0.274092
27.3906	0.320805
30.0685	0.367156
33.0081	0.388201
36.2352	0.394193
39.7777	0.385525
43.6665	0.37547
47.9356	0.377047
52.622	0.389813
57.7666	0.41761
63.4141	0.453341
69.6138	0.494356
76.4196	0.539277
83.8907	0.592371
92.0923	0.660273
101.096	0.754935
110.979	0.887739
121.829	1.08323
133.74	1.37674
146.815	1.8121
161.168	2.41549
176.925	3.15223
194.222	3.90475
213.21	4.4917
234.054	4.74665
256.936	4.60641
282.056	4.15469
309.631	3.58493
339.902	3.10164
373.132	2.8301
409.611	2.7828
449.657	2.87466
493.617	2.95741
541.876	2.89518
594.852	2.64503
653.008	2.29833
716.849	2.00952
786.932	1.90619
863.866	2.02332
948.322	2.28729
1041.03	2.51509
1142.81	2.52063
1254.54	2.20587
1377.19	1.67439
1511.83	1.16492
1659.63	0.819081
1821.88	0.729028
2000	

