um	
0.375124	0.0506152
0.411798	0.0907361
0.452057	0.134118
0.496252	0.191007
0.544768	0.23567
0.598027	0.273421
0.656493	0.304904
0.720675	0.333172
0.791132	0.350453
0.868477	0.356771
0.953383	0.351839
1.04659	0.337886
1.14891	0.315143
1.26123	0.283465
1.38454	0.24568
1.5199	0.205151
1.66849	0.16695
1.83161	0.133416
2.01068	0.108617
2.20725	0.0936626
2.42304	0.0915813
2.65993	0.104228
2.91998	0.135807
3.20545	0.185159
3.51883	0.247829
3.86284	0.317351
4.24049	0.389738
4.65506	0.459878
5.11017	0.516371
5.60976	0.547443
6.1582	0.544322
6.76025	0.512062
7.42117	0.458023
8.14669	0.391519
8.94315	0.317733
9.81748	0.252533
10.7773	0.207969
11.8309	0.191492
12.9876	0.198575
14.2573	0.211275
15.6512	0.221197
17.1813	0.214294
18.861	0.210504
20.705	0.212612
22.7292	0.232747
24.9513	0.271094
27.3906	0.313479
30.0685	0.360667
33.0081	0.38934
36.2352	0.407817
39.7777	0.411055
43.6665	0.408078
47.9356	0.408562
52.622	0.412452
57.7666	0.426223
63.4141	0.447376
69.6138	0.47863
76.4196	0.52242
83.8907	0.584249
92.0923	0.669513
101.096	0.788536
110.979	0.951644
121.829	1.1824
133.74	1.51257
146.815	1.97928
161.168	2.60029
176.925	3.33829
194.222	4.08643
213.21	4.68571
234.054	4.98984
256.936	4.93448
282.056	4.57437
309.631	4.05909
339.902	3.56304
373.132	3.21111
409.611	3.04205
449.657	3.01378
493.617	3.03128
541.876	2.99363
594.852	2.84814
653.008	2.62314
716.849	2.40283
786.932	2.2703
863.866	2.25745
948.322	2.32054
1041.03	2.34506
1142.81	2.19986
1254.54	1.80593
1377.19	1.18509
1511.83	0.556886
1659.63	0.17966
1821.88	0.0214049
2000	

