um	
0.375124	0.036814
0.411798	0.066197
0.452057	0.0978171
0.496252	0.139541
0.544768	0.172679
0.598027	0.201522
0.656493	0.22604
0.720675	0.248767
0.791132	0.263963
0.868477	0.272426
0.953383	0.273334
1.04659	0.268219
1.14891	0.256984
1.26123	0.240018
1.38454	0.218901
1.5199	0.195226
1.66849	0.172256
1.83161	0.151154
2.01068	0.134976
2.20725	0.12393
2.42304	0.120394
2.65993	0.124762
2.91998	0.139568
3.20545	0.163446
3.51883	0.194574
3.86284	0.229166
4.24049	0.264934
4.65506	0.299746
5.11017	0.328696
5.60976	0.346998
6.1582	0.348781
6.76025	0.337155
7.42117	0.313015
8.14669	0.282316
8.94315	0.244744
9.81748	0.209239
10.7773	0.181178
11.8309	0.166118
12.9876	0.164425
14.2573	0.1639
15.6512	0.168849
17.1813	0.169324
18.861	0.186015
20.705	0.211443
22.7292	0.253266
24.9513	0.305732
27.3906	0.354938
30.0685	0.41036
33.0081	0.452514
36.2352	0.499814
39.7777	0.542412
43.6665	0.58649
47.9356	0.632896
52.622	0.672291
57.7666	0.708782
63.4141	0.739473
69.6138	0.776834
76.4196	0.834875
83.8907	0.931334
92.0923	1.07817
101.096	1.28762
110.979	1.5676
121.829	1.94854
133.74	2.48013
146.815	3.22499
161.168	4.20684
176.925	5.34326
194.222	6.42146
213.21	7.14609
234.054	7.27531
256.936	6.75009
282.056	5.74496
309.631	4.59008
339.902	3.60913
373.132	2.97566
409.611	2.68124
449.657	2.58556
493.617	2.4817
541.876	2.18469
594.852	1.63909
653.008	0.977774
716.849	0.47706
786.932	0.256895
863.866	0.273809
948.322	0.462998
1041.03	0.718318
1142.81	0.817821
1254.54	0.611937
1377.19	0.290455
1511.83	0.0634507
1659.63	0.00571956
1821.88	0
2000	

