um	
0.375124	0.0257224
0.411798	0.0462977
0.452057	0.068429
0.496252	0.0975606
0.544768	0.120533
0.598027	0.140461
0.656493	0.157256
0.720675	0.172642
0.791132	0.182452
0.868477	0.187381
0.953383	0.186776
1.04659	0.181635
1.14891	0.171763
1.26123	0.157559
1.38454	0.140195
1.5199	0.120778
1.66849	0.101606
1.83161	0.0836324
2.01068	0.0692708
2.20725	0.0587665
2.42304	0.053904
2.65993	0.0548733
2.91998	0.0636256
3.20545	0.0795508
3.51883	0.101913
3.86284	0.128107
4.24049	0.15651
4.65506	0.185478
5.11017	0.211548
5.60976	0.231474
6.1582	0.240758
6.76025	0.241091
7.42117	0.232143
8.14669	0.217935
8.94315	0.198057
9.81748	0.179121
10.7773	0.164829
11.8309	0.159085
12.9876	0.162338
14.2573	0.165719
15.6512	0.172406
17.1813	0.173957
18.861	0.184968
20.705	0.199999
22.7292	0.225173
24.9513	0.259146
27.3906	0.292863
30.0685	0.334605
33.0081	0.367573
36.2352	0.40229
39.7777	0.428371
43.6665	0.449815
47.9356	0.470146
52.622	0.487849
57.7666	0.512463
63.4141	0.543851
69.6138	0.58781
76.4196	0.643745
83.8907	0.710242
92.0923	0.783193
101.096	0.861737
110.979	0.950931
121.829	1.07582
133.74	1.28171
146.815	1.63195
161.168	2.1839
176.925	2.94779
194.222	3.85035
213.21	4.73451
234.054	5.42061
256.936	5.78585
282.056	5.8181
309.631	5.60638
339.902	5.28404
373.132	4.95906
409.611	4.67057
449.657	4.38532
493.617	4.03022
541.876	3.54832
594.852	2.95195
653.008	2.34013
716.849	1.84584
786.932	1.55746
863.866	1.48066
948.322	1.53872
1041.03	1.5957
1142.81	1.50579
1254.54	1.19514
1377.19	0.703439
1511.83	0.273128
1659.63	0.0518075
1821.88	0.00380927
2000	

