um	
0.375124	0.0557679
0.411798	0.0999284
0.452057	0.147831
0.496252	0.210817
0.544768	0.260838
0.598027	0.303687
0.656493	0.34029
0.720675	0.373894
0.791132	0.396167
0.868477	0.40716
0.953383	0.406734
1.04659	0.397041
1.14891	0.378078
1.26123	0.349497
1.38454	0.3141
1.5199	0.275117
1.66849	0.237496
1.83161	0.20306
2.01068	0.175715
2.20725	0.156744
2.42304	0.150034
2.65993	0.157747
2.91998	0.183246
3.20545	0.224392
3.51883	0.277093
3.86284	0.336767
4.24049	0.399784
4.65506	0.460749
5.11017	0.507417
5.60976	0.528803
6.1582	0.517918
6.76025	0.481842
7.42117	0.428622
8.14669	0.366669
8.94315	0.300936
9.81748	0.246482
10.7773	0.213504
11.8309	0.208023
12.9876	0.223642
14.2573	0.240782
15.6512	0.25215
17.1813	0.244928
18.861	0.243929
20.705	0.250512
22.7292	0.277801
24.9513	0.324104
27.3906	0.372768
30.0685	0.425966
33.0081	0.457584
36.2352	0.479619
39.7777	0.486025
43.6665	0.487586
47.9356	0.496174
52.622	0.511535
57.7666	0.542743
63.4141	0.584626
69.6138	0.636558
76.4196	0.692759
83.8907	0.748306
92.0923	0.799905
101.096	0.850849
110.979	0.910892
121.829	1.0052
133.74	1.16884
146.815	1.44276
161.168	1.85591
176.925	2.39819
194.222	3.00644
213.21	3.5751
234.054	4.00501
256.936	4.25366
282.056	4.35638
309.631	4.40041
339.902	4.47199
373.132	4.60674
409.611	4.76519
449.657	4.84227
493.617	4.71042
541.876	4.29117
594.852	3.612
653.008	2.821
716.849	2.11725
786.932	1.64738
863.866	1.44022
948.322	1.4212
1041.03	1.44355
1142.81	1.35427
1254.54	1.06362
1377.19	0.619117
1511.83	0.235698
1659.63	0.0441376
1821.88	0.00313287
2000	

