um	
0.375124	0.0356661
0.411798	0.0677919
0.452057	0.113293
0.496252	0.154868
0.544768	0.192504
0.598027	0.225276
0.656493	0.25238
0.720675	0.273001
0.791132	0.286579
0.868477	0.29274
0.953383	0.291471
1.04659	0.283078
1.14891	0.268758
1.26123	0.249797
1.38454	0.227477
1.5199	0.202906
1.66849	0.176989
1.83161	0.150449
2.01068	0.124216
2.20725	0.0996879
2.42304	0.0795233
2.65993	0.0671246
2.91998	0.0664184
3.20545	0.080834
3.51883	0.112086
3.86284	0.158754
4.24049	0.213576
4.65506	0.266472
5.11017	0.305373
5.60976	0.322872
6.1582	0.315607
6.76025	0.288556
7.42117	0.24893
8.14669	0.203603
8.94315	0.163039
9.81748	0.13828
10.7773	0.150814
11.8309	0.191318
12.9876	0.229064
14.2573	0.258073
15.6512	0.253221
17.1813	0.207731
18.861	0.174513
20.705	0.193218
22.7292	0.245203
24.9513	0.283087
27.3906	0.317137
30.0685	0.397449
33.0081	0.491178
36.2352	0.484912
39.7777	0.40958
43.6665	0.390529
47.9356	0.467963
52.622	0.608996
57.7666	0.702155
63.4141	0.654273
69.6138	0.571297
76.4196	0.630513
83.8907	0.86399
92.0923	1.09161
101.096	1.13623
110.979	1.11587
121.829	1.27013
133.74	1.69523
146.815	2.3023
161.168	2.9804
176.925	3.76902
194.222	4.75503
213.21	5.85761
234.054	6.7757
256.936	7.12015
282.056	6.64929
309.631	5.56655
339.902	4.5454
373.132	4.13635
409.611	4.19588
449.657	4.10797
493.617	3.67784
541.876	3.15677
594.852	2.33638
653.008	1.03907
716.849	0.319537
786.932	0.277011
863.866	0.338159
948.322	0.544398
1041.03	1.32935
1142.81	1.3648
1254.54	0.355308
1377.19	0.0144808
1511.83	0
1659.63	0
1821.88	0
2000	

