um	
0.375124	0
0.411798	0
0.452057	0
0.496252	0
0.544768	0
0.598027	0
0.656493	0
0.720675	0
0.791132	0
0.868477	0
0.953383	0
1.04659	0
1.14891	0
1.26123	0
1.38454	0
1.5199	0
1.66849	0
1.83161	0
2.01068	0
2.20725	0
2.42304	0
2.65993	0
2.91998	0
3.20545	0.000866369
3.51883	0.0205326
3.86284	0.139193
4.24049	0.465774
4.65506	0.971321
5.11017	1.49843
5.60976	1.91549
6.1582	2.17587
6.76025	2.30245
7.42117	2.27568
8.14669	2.12853
8.94315	1.90246
9.81748	1.76054
10.7773	1.79721
11.8309	2.03008
12.9876	2.36622
14.2573	2.58728
15.6512	2.66112
17.1813	2.55444
18.861	2.52476
20.705	2.60058
22.7292	2.85821
24.9513	3.25141
27.3906	3.61509
30.0685	3.95863
33.0081	4.1056
36.2352	4.18076
39.7777	4.14762
43.6665	4.0664
47.9356	3.97921
52.622	3.82981
57.7666	3.66194
63.4141	3.43695
69.6138	3.20514
76.4196	2.99148
83.8907	2.80427
92.0923	2.61293
101.096	2.33338
110.979	1.90528
121.829	1.34003
133.74	0.721013
146.815	0.264053
161.168	0.0484559
176.925	0.00352435
194.222	0
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

