um	
0.375124	0.0421837
0.411798	0.0801811
0.452057	0.134054
0.496252	0.183351
0.544768	0.228086
0.598027	0.267168
0.656493	0.299657
0.720675	0.324563
0.791132	0.341194
0.868477	0.349033
0.953383	0.347963
1.04659	0.338208
1.14891	0.321016
1.26123	0.297767
1.38454	0.269806
1.5199	0.238405
1.66849	0.204627
1.83161	0.169555
2.01068	0.134757
2.20725	0.102666
2.42304	0.0778169
2.65993	0.0653272
2.91998	0.0709836
3.20545	0.100411
3.51883	0.15675
3.86284	0.237513
4.24049	0.330307
4.65506	0.418795
5.11017	0.482828
5.60976	0.510741
6.1582	0.497479
6.76025	0.452542
7.42117	0.389886
8.14669	0.318633
8.94315	0.251687
9.81748	0.203418
10.7773	0.216329
11.8309	0.285573
12.9876	0.356027
14.2573	0.408583
15.6512	0.397759
17.1813	0.308327
18.861	0.240429
20.705	0.274526
22.7292	0.377733
24.9513	0.448186
27.3906	0.50971
30.0685	0.656198
33.0081	0.802818
36.2352	0.761653
39.7777	0.644039
43.6665	0.662373
47.9356	0.856198
52.622	1.17128
57.7666	1.43338
63.4141	1.4488
69.6138	1.37695
76.4196	1.62615
83.8907	2.35055
92.0923	3.14065
101.096	3.56568
110.979	3.92946
121.829	4.72662
133.74	5.90888
146.815	6.94729
161.168	7.48218
176.925	7.67862
194.222	7.9621
213.21	8.03514
234.054	6.45246
256.936	3.18394
282.056	0.69939
309.631	0.0352371
339.902	0
373.132	0.0265414
409.611	0.413546
449.657	1.25345
493.617	1.26231
541.876	0.417372
594.852	0.026223
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

