um	
0.375124	0.0404564
0.411798	0.0725933
0.452057	0.107332
0.496252	0.153089
0.544768	0.189454
0.598027	0.220807
0.656493	0.247499
0.720675	0.272055
0.791132	0.288371
0.868477	0.296762
0.953383	0.296693
1.04659	0.289693
1.14891	0.275757
1.26123	0.25487
1.38454	0.228804
1.5199	0.199573
1.66849	0.170709
1.83161	0.14368
2.01068	0.121538
2.20725	0.105043
2.42304	0.0967462
2.65993	0.0978438
2.91998	0.110883
3.20545	0.134866
3.51883	0.167538
3.86284	0.205497
4.24049	0.246458
4.65506	0.287647
5.11017	0.322597
5.60976	0.344868
6.1582	0.348676
6.76025	0.337
7.42117	0.312712
8.14669	0.281101
8.94315	0.24352
9.81748	0.209706
10.7773	0.186915
11.8309	0.181192
12.9876	0.190698
14.2573	0.202853
15.6512	0.213651
17.1813	0.211818
18.861	0.213073
20.705	0.217992
22.7292	0.236771
24.9513	0.270185
27.3906	0.306885
30.0685	0.347889
33.0081	0.371772
36.2352	0.383399
39.7777	0.376722
43.6665	0.360176
47.9356	0.345219
52.622	0.336109
57.7666	0.341559
63.4141	0.358063
69.6138	0.381984
76.4196	0.404818
83.8907	0.422338
92.0923	0.435532
101.096	0.455193
110.979	0.498711
121.829	0.596869
133.74	0.796146
146.815	1.15934
161.168	1.74564
176.925	2.56347
194.222	3.52821
213.21	4.4627
234.054	5.15919
256.936	5.47106
282.056	5.38044
309.631	5.00204
339.902	4.52044
373.132	4.10457
409.611	3.83913
449.657	3.70949
493.617	3.61964
541.876	3.45548
594.852	3.14053
653.008	2.69935
716.849	2.23146
786.932	1.87101
863.866	1.69384
948.322	1.69041
1041.03	1.76315
1142.81	1.82036
1254.54	1.76841
1377.19	1.64473
1511.83	1.52498
1659.63	1.45196
1821.88	1.61199
2000	

