um	
0.375124	0.0719283
0.411798	0.128868
0.452057	0.190749
0.496252	0.271642
0.544768	0.335755
0.598027	0.390327
0.656493	0.437009
0.720675	0.47907
0.791132	0.506241
0.868477	0.518459
0.953383	0.516241
1.04659	0.501713
1.14891	0.47476
1.26123	0.435233
1.38454	0.387341
1.5199	0.335631
1.66849	0.285662
1.83161	0.239961
2.01068	0.20349
2.20725	0.178885
2.42304	0.171245
2.65993	0.183602
2.91998	0.220038
3.20545	0.277831
3.51883	0.352326
3.86284	0.438426
4.24049	0.530857
4.65506	0.619301
5.11017	0.683306
5.60976	0.706082
6.1582	0.680134
6.76025	0.617537
7.42117	0.532523
8.14669	0.437304
8.94315	0.343186
9.81748	0.271276
10.7773	0.233763
11.8309	0.233944
12.9876	0.258721
14.2573	0.280037
15.6512	0.285166
17.1813	0.263078
18.861	0.247785
20.705	0.246063
22.7292	0.274056
24.9513	0.329102
27.3906	0.389627
30.0685	0.45232
33.0081	0.486282
36.2352	0.504757
39.7777	0.504715
43.6665	0.500138
47.9356	0.504912
52.622	0.517385
57.7666	0.54379
63.4141	0.57646
69.6138	0.614214
76.4196	0.655137
83.8907	0.701437
92.0923	0.756752
101.096	0.829419
110.979	0.929657
121.829	1.083
133.74	1.32618
146.815	1.70169
161.168	2.23045
176.925	2.87135
194.222	3.50571
213.21	3.96336
234.054	4.1027
256.936	3.89012
282.056	3.43076
309.631	2.92078
339.902	2.54831
373.132	2.41626
409.611	2.52532
449.657	2.78788
493.617	3.05124
541.876	3.16314
594.852	3.05046
653.008	2.7632
716.849	2.43317
786.932	2.19892
863.866	2.13298
948.322	2.21733
1041.03	2.34639
1142.81	2.3793
1254.54	2.1958
1377.19	1.79403
1511.83	1.30183
1659.63	0.923596
1821.88	0.672097
2000	

