um	
0.375124	0.0491695
0.411798	0.0881551
0.452057	0.130269
0.496252	0.185496
0.544768	0.228802
0.598027	0.265348
0.656493	0.295689
0.720675	0.32285
0.791132	0.339259
0.868477	0.344921
0.953383	0.339467
1.04659	0.325125
1.14891	0.302166
1.26123	0.270453
1.38454	0.232737
1.5199	0.192325
1.66849	0.154278
1.83161	0.121024
2.01068	0.0966933
2.20725	0.0823097
2.42304	0.0807289
2.65993	0.0937346
2.91998	0.125859
3.20545	0.176285
3.51883	0.240598
3.86284	0.311883
4.24049	0.386076
4.65506	0.458236
5.11017	0.517219
5.60976	0.551129
6.1582	0.55064
6.76025	0.520229
7.42117	0.466908
8.14669	0.400157
8.94315	0.32503
9.81748	0.257537
10.7773	0.210156
11.8309	0.190938
12.9876	0.19594
14.2573	0.207622
15.6512	0.217986
17.1813	0.212667
18.861	0.210967
20.705	0.214968
22.7292	0.236421
24.9513	0.275203
27.3906	0.317212
30.0685	0.36361
33.0081	0.391615
36.2352	0.409945
39.7777	0.413548
43.6665	0.411215
47.9356	0.412198
52.622	0.416147
57.7666	0.429533
63.4141	0.450062
69.6138	0.481018
76.4196	0.525341
83.8907	0.58875
92.0923	0.676088
101.096	0.79618
110.979	0.95778
121.829	1.18432
133.74	1.51002
146.815	1.97632
161.168	2.6038
176.925	3.35209
194.222	4.10333
213.21	4.68426
234.054	4.94122
256.936	4.81821
282.056	4.39338
309.631	3.84328
339.902	3.35691
373.132	3.05554
409.611	2.96044
449.657	3.00572
493.617	3.07074
541.876	3.04135
594.852	2.87341
653.008	2.62469
716.849	2.40521
786.932	2.30953
863.866	2.35784
948.322	2.47566
1041.03	2.50494
1142.81	2.30373
1254.54	1.81597
1377.19	1.15636
1511.83	0.62958
1659.63	0.311589
1821.88	0.288657
2000	

