um	
0.375124	0.0452057
0.411798	0.0809307
0.452057	0.119791
0.496252	0.170642
0.544768	0.210448
0.598027	0.243783
0.656493	0.271572
0.720675	0.296334
0.791132	0.310925
0.868477	0.314801
0.953383	0.307932
1.04659	0.292325
1.14891	0.267826
1.26123	0.233573
1.38454	0.192197
1.5199	0.14741
1.66849	0.103769
1.83161	0.0643691
2.01068	0.0349088
2.20725	0.0179516
2.42304	0.0144715
2.65993	0.0248486
2.91998	0.0607054
3.20545	0.126908
3.51883	0.217288
3.86284	0.318662
4.24049	0.429
4.65506	0.541886
5.11017	0.640856
5.60976	0.706538
6.1582	0.723572
6.76025	0.693996
7.42117	0.626718
8.14669	0.535444
8.94315	0.432082
9.81748	0.339172
10.7773	0.273868
11.8309	0.2437
12.9876	0.241204
14.2573	0.24381
15.6512	0.239239
17.1813	0.216094
18.861	0.196775
20.705	0.189688
22.7292	0.206079
24.9513	0.243894
27.3906	0.285132
30.0685	0.322137
33.0081	0.333347
36.2352	0.327386
39.7777	0.308065
43.6665	0.288304
47.9356	0.279498
52.622	0.28098
57.7666	0.294199
63.4141	0.31164
69.6138	0.329776
76.4196	0.346389
83.8907	0.364861
92.0923	0.390808
101.096	0.433409
110.979	0.50188
121.829	0.614887
133.74	0.801556
146.815	1.10168
161.168	1.54812
176.925	2.13241
194.222	2.77955
213.21	3.35348
234.054	3.71051
256.936	3.76938
282.056	3.5552
309.631	3.19005
339.902	2.83147
373.132	2.60436
409.611	2.55914
449.657	2.67225
493.617	2.86251
541.876	3.03782
594.852	3.13598
653.008	3.16666
716.849	3.18024
786.932	3.24431
863.866	3.38192
948.322	3.54818
1041.03	3.62985
1142.81	3.54867
1254.54	3.25098
1377.19	2.80894
1511.83	2.33377
1659.63	1.98018
1821.88	1.81494
2000	

