um	
0.375124	0.0309238
0.411798	0.0556024
0.452057	0.0812525
0.496252	0.115302
0.544768	0.142219
0.598027	0.164656
0.656493	0.181557
0.720675	0.195588
0.791132	0.203579
0.868477	0.204629
0.953383	0.196988
1.04659	0.181241
1.14891	0.161137
1.26123	0.136113
1.38454	0.1079
1.5199	0.0740043
1.66849	0.0396911
1.83161	0.0140046
2.01068	0.002511
2.20725	0.000159466
2.42304	0.000494273
2.65993	0.00751545
2.91998	0.0430463
3.20545	0.124433
3.51883	0.246359
3.86284	0.385498
4.24049	0.535277
4.65506	0.687683
5.11017	0.823743
5.60976	0.923452
6.1582	0.967792
6.76025	0.963148
7.42117	0.913959
8.14669	0.83591
8.94315	0.734099
9.81748	0.643753
10.7773	0.586868
11.8309	0.581541
12.9876	0.619167
14.2573	0.655367
15.6512	0.691758
17.1813	0.693504
18.861	0.729878
20.705	0.782923
22.7292	0.883002
24.9513	1.02204
27.3906	1.15929
30.0685	1.3286
33.0081	1.45944
36.2352	1.60276
39.7777	1.72032
43.6665	1.83147
47.9356	1.95121
52.622	2.06193
57.7666	2.19404
63.4141	2.33603
69.6138	2.50784
76.4196	2.71122
83.8907	2.93758
92.0923	3.16845
101.096	3.39661
110.979	3.62812
121.829	3.92211
133.74	4.32803
146.815	4.84639
161.168	5.38284
176.925	5.7071
194.222	5.57546
213.21	4.86275
234.054	3.62957
256.936	2.07417
282.056	0.805022
309.631	0.155285
339.902	0.0365505
373.132	0.0792829
409.611	0.363343
449.657	0.780323
493.617	1.06877
541.876	1.01301
594.852	0.663075
653.008	0.28076
716.849	0.0556917
786.932	0.0042984
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

