um	
0.375124	0.0330738
0.411798	0.0595134
0.452057	0.0879386
0.496252	0.125437
0.544768	0.15518
0.598027	0.181114
0.656493	0.203135
0.720675	0.223544
0.791132	0.23712
0.868477	0.244722
0.953383	0.245542
1.04659	0.240979
1.14891	0.230892
1.26123	0.215753
1.38454	0.197003
1.5199	0.176059
1.66849	0.155832
1.83161	0.137364
2.01068	0.123506
2.20725	0.114401
2.42304	0.112183
2.65993	0.117036
2.91998	0.131311
3.20545	0.153732
3.51883	0.182704
3.86284	0.214602
4.24049	0.247289
4.65506	0.278895
5.11017	0.305127
5.60976	0.32181
6.1582	0.32346
6.76025	0.313036
7.42117	0.291075
8.14669	0.263129
8.94315	0.228454
9.81748	0.195095
10.7773	0.168078
11.8309	0.152849
12.9876	0.150485
14.2573	0.14974
15.6512	0.1552
17.1813	0.157248
18.861	0.175529
20.705	0.202561
22.7292	0.245868
24.9513	0.299686
27.3906	0.350618
30.0685	0.407183
33.0081	0.449677
36.2352	0.495232
39.7777	0.5341
43.6665	0.573153
47.9356	0.614897
52.622	0.652152
57.7666	0.690348
63.4141	0.726723
69.6138	0.772014
76.4196	0.83733
83.8907	0.937425
92.0923	1.08261
101.096	1.28499
110.979	1.5539
121.829	1.91986
133.74	2.42971
146.815	3.1403
161.168	4.07105
176.925	5.14345
194.222	6.16013
213.21	6.84852
234.054	6.98551
256.936	6.51598
282.056	5.60034
309.631	4.54296
339.902	3.64301
373.132	3.06267
409.611	2.79549
449.657	2.70787
493.617	2.60024
541.876	2.29516
594.852	1.74482
653.008	1.09439
716.849	0.603514
786.932	0.391847
863.866	0.43813
948.322	0.681017
1041.03	0.986605
1142.81	1.10879
1254.54	0.905803
1377.19	0.503752
1511.83	0.165121
1659.63	0.0261182
1821.88	0.00120167
2000	

