um	
0.375124	0.0521611
0.411798	0.0934885
0.452057	0.138278
0.496252	0.197168
0.544768	0.243843
0.598027	0.283777
0.656493	0.317752
0.720675	0.34889
0.791132	0.36931
0.868477	0.379115
0.953383	0.378099
1.04659	0.36838
1.14891	0.349995
1.26123	0.322658
1.38454	0.289047
1.5199	0.25224
1.66849	0.217022
1.83161	0.18514
2.01068	0.160377
2.20725	0.143829
2.42304	0.13906
2.65993	0.147977
2.91998	0.173853
3.20545	0.214607
3.51883	0.266116
3.86284	0.323659
4.24049	0.383753
4.65506	0.441523
5.11017	0.485638
5.60976	0.505788
6.1582	0.495236
6.76025	0.460851
7.42117	0.410249
8.14669	0.351414
8.94315	0.288322
9.81748	0.23525
10.7773	0.202253
11.8309	0.195881
12.9876	0.210815
14.2573	0.228588
15.6512	0.242055
17.1813	0.237605
18.861	0.238664
20.705	0.246218
22.7292	0.273459
24.9513	0.319366
27.3906	0.368153
30.0685	0.422321
33.0081	0.455618
36.2352	0.479187
39.7777	0.486249
43.6665	0.487327
47.9356	0.494334
52.622	0.507535
57.7666	0.536423
63.4141	0.576213
69.6138	0.626525
76.4196	0.681612
83.8907	0.736379
92.0923	0.787078
101.096	0.836177
110.979	0.892662
121.829	0.980897
133.74	1.13544
146.815	1.39715
161.168	1.7961
176.925	2.32546
194.222	2.92742
213.21	3.50196
234.054	3.95243
256.936	4.23278
282.056	4.36877
309.631	4.43576
339.902	4.51137
373.132	4.62936
409.611	4.75721
449.657	4.80445
493.617	4.66212
541.876	4.26376
594.852	3.63643
653.008	2.9111
716.849	2.2637
786.932	1.82536
863.866	1.62551
948.322	1.59609
1041.03	1.60108
1142.81	1.48999
1254.54	1.17587
1377.19	0.68933
1511.83	0.266549
1659.63	0.0503334
1821.88	0.00368814
2000	

