um	
0.375124	0.0258402
0.411798	0.0464215
0.452057	0.0676624
0.496252	0.0960819
0.544768	0.118539
0.598027	0.13719
0.656493	0.15091
0.720675	0.162424
0.791132	0.168942
0.868477	0.169655
0.953383	0.162758
1.04659	0.149146
1.14891	0.132156
1.26123	0.111264
1.38454	0.0876645
1.5199	0.0586633
1.66849	0.0302944
1.83161	0.00994071
2.01068	0.00166342
2.20725	8.91202E-5
2.42304	0.000386057
2.65993	0.00636604
2.91998	0.0379008
3.20545	0.114021
3.51883	0.231189
3.86284	0.367643
4.24049	0.513893
4.65506	0.662711
5.11017	0.796195
5.60976	0.894982
6.1582	0.940313
6.76025	0.937434
7.42117	0.890185
8.14669	0.813898
8.94315	0.713883
9.81748	0.62468
10.7773	0.567764
11.8309	0.560778
12.9876	0.595632
14.2573	0.629601
15.6512	0.664665
17.1813	0.667011
18.861	0.703405
20.705	0.755867
22.7292	0.85348
24.9513	0.988327
27.3906	1.12135
30.0685	1.28596
33.0081	1.41408
36.2352	1.55525
39.7777	1.67177
43.6665	1.78207
47.9356	1.90012
52.622	2.00874
57.7666	2.13782
63.4141	2.27674
69.6138	2.44577
76.4196	2.64742
83.8907	2.87383
92.0923	3.1071
101.096	3.33879
110.979	3.57072
121.829	3.85725
133.74	4.24472
146.815	4.73839
161.168	5.25741
176.925	5.58626
194.222	5.49048
213.21	4.8328
234.054	3.64148
256.936	2.09774
282.056	0.815795
309.631	0.161767
339.902	0.0486603
373.132	0.127017
409.611	0.540663
449.657	1.13081
493.617	1.53663
541.876	1.47787
594.852	1.07782
653.008	0.558394
716.849	0.187643
786.932	0.0311984
863.866	0.00214667
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

