um	
0.375124	0.0476488
0.411798	0.0853055
0.452057	0.126311
0.496252	0.179963
0.544768	0.222057
0.598027	0.257417
0.656493	0.287092
0.720675	0.313634
0.791132	0.329569
0.868477	0.334356
0.953383	0.328065
1.04659	0.312679
1.14891	0.287959
1.26123	0.253022
1.38454	0.210651
1.5199	0.164731
1.66849	0.120003
1.83161	0.0795793
2.01068	0.0487779
2.20725	0.0301152
2.42304	0.0258903
2.65993	0.0375147
2.91998	0.0747361
3.20545	0.141005
3.51883	0.231141
3.86284	0.333879
4.24049	0.446162
4.65506	0.560808
5.11017	0.660365
5.60976	0.7249
6.1582	0.739214
6.76025	0.706128
7.42117	0.635262
8.14669	0.54073
8.94315	0.435105
9.81748	0.341511
10.7773	0.277054
11.8309	0.248616
12.9876	0.247748
14.2573	0.250845
15.6512	0.245349
17.1813	0.220472
18.861	0.200071
20.705	0.192898
22.7292	0.210255
24.9513	0.249431
27.3906	0.291452
30.0685	0.328223
33.0081	0.338215
36.2352	0.331275
39.7777	0.312056
43.6665	0.29384
47.9356	0.287713
52.622	0.291939
57.7666	0.307007
63.4141	0.324435
69.6138	0.340692
76.4196	0.354374
83.8907	0.370272
92.0923	0.395274
101.096	0.439243
110.979	0.511131
121.829	0.628868
133.74	0.821061
146.815	1.12813
161.168	1.58489
176.925	2.18473
194.222	2.85192
213.21	3.44446
234.054	3.80883
256.936	3.85502
282.056	3.60818
309.631	3.20261
339.902	2.81589
373.132	2.58908
409.611	2.57952
449.657	2.75858
493.617	3.02427
541.876	3.24405
594.852	3.31586
653.008	3.23422
716.849	3.08014
786.932	2.97773
863.866	3.01172
948.322	3.17991
1041.03	3.3784
1142.81	3.46519
1254.54	3.30093
1377.19	2.87377
1511.83	2.28814
1659.63	1.80916
1821.88	1.44158
2000	

