um	
0.375124	0.0566953
0.411798	0.101963
0.452057	0.150392
0.496252	0.213986
0.544768	0.263521
0.598027	0.305462
0.656493	0.339472
0.720675	0.369542
0.791132	0.386664
0.868477	0.391535
0.953383	0.382737
1.04659	0.362837
1.14891	0.332541
1.26123	0.292054
1.38454	0.24471
1.5199	0.193117
1.66849	0.144437
1.83161	0.101363
2.01068	0.0705466
2.20725	0.0514572
2.42304	0.0473366
2.65993	0.058196
2.91998	0.0913429
3.20545	0.146961
3.51883	0.221373
3.86284	0.304345
4.24049	0.391056
4.65506	0.477562
5.11017	0.552796
5.60976	0.605673
6.1582	0.623548
6.76025	0.611252
7.42117	0.57112
8.14669	0.514705
8.94315	0.442935
9.81748	0.374737
10.7773	0.321438
11.8309	0.294457
12.9876	0.293811
14.2573	0.296548
15.6512	0.313107
17.1813	0.320256
18.861	0.359273
20.705	0.405566
22.7292	0.474091
24.9513	0.556509
27.3906	0.63423
30.0685	0.746938
33.0081	0.852997
36.2352	0.998866
39.7777	1.15422
43.6665	1.33749
47.9356	1.55967
52.622	1.80723
57.7666	2.10472
63.4141	2.44769
69.6138	2.86131
76.4196	3.35506
83.8907	3.91666
92.0923	4.51816
101.096	5.14082
110.979	5.78409
121.829	6.46233
133.74	7.11461
146.815	7.5597
161.168	7.51106
176.925	6.73843
194.222	5.26375
213.21	3.40998
234.054	1.66053
256.936	0.539883
282.056	0.0889824
309.631	0.00554817
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

