um	
0.375124	0.122739
0.411798	0.217822
0.452057	0.315853
0.496252	0.444574
0.544768	0.550502
0.598027	0.633697
0.656493	0.69546
0.720675	0.740502
0.791132	0.763751
0.868477	0.757349
0.953383	0.718883
1.04659	0.650527
1.14891	0.557265
1.26123	0.454116
1.38454	0.341799
1.5199	0.210332
1.66849	0.089504
1.83161	0.0188084
2.01068	0.00150781
2.20725	0
2.42304	0
2.65993	0
2.91998	0.00242914
3.20545	0.0301338
3.51883	0.165562
3.86284	0.462418
4.24049	0.923263
4.65506	1.43896
5.11017	1.94084
5.60976	2.3295
6.1582	2.535
6.76025	2.55164
7.42117	2.38716
8.14669	2.10087
8.94315	1.75777
9.81748	1.46144
10.7773	1.26592
11.8309	1.17452
12.9876	1.14201
14.2573	1.076
15.6512	0.93983
17.1813	0.732694
18.861	0.544941
20.705	0.434016
22.7292	0.419449
24.9513	0.490408
27.3906	0.586725
30.0685	0.653103
33.0081	0.628326
36.2352	0.525937
39.7777	0.391045
43.6665	0.277575
47.9356	0.22099
52.622	0.219677
57.7666	0.26667
63.4141	0.340761
69.6138	0.414991
76.4196	0.46987
83.8907	0.508411
92.0923	0.548352
101.096	0.62309
110.979	0.770468
121.829	1.05382
133.74	1.55808
146.815	2.36935
161.168	3.51291
176.925	4.86146
194.222	6.12277
213.21	6.92547
234.054	6.98482
256.936	6.25621
282.056	4.97725
309.631	3.54985
339.902	2.3578
373.132	1.58752
409.611	1.18285
449.657	0.991547
493.617	0.824903
541.876	0.54524
594.852	0.243832
653.008	0.0519808
716.849	0.00457464
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

