um	
0.375124	0.0518131
0.411798	0.0931019
0.452057	0.137491
0.496252	0.195882
0.544768	0.241809
0.598027	0.281126
0.656493	0.31386
0.720675	0.343497
0.791132	0.361929
0.868477	0.369865
0.953383	0.366304
1.04659	0.353433
1.14891	0.331499
1.26123	0.300788
1.38454	0.263978
1.5199	0.223542
1.66849	0.184848
1.83161	0.149886
2.01068	0.123438
2.20725	0.105767
2.42304	0.100243
2.65993	0.107625
2.91998	0.132092
3.20545	0.172357
3.51883	0.225403
3.86284	0.285047
4.24049	0.347467
4.65506	0.409163
5.11017	0.461668
5.60976	0.496541
6.1582	0.504655
6.76025	0.490064
7.42117	0.455137
8.14669	0.408617
8.94315	0.351294
9.81748	0.297555
10.7773	0.256587
11.8309	0.23731
12.9876	0.239177
14.2573	0.244868
15.6512	0.258636
17.1813	0.263467
18.861	0.287117
20.705	0.315918
22.7292	0.36053
24.9513	0.416503
27.3906	0.469115
30.0685	0.541062
33.0081	0.603933
36.2352	0.684969
39.7777	0.766049
43.6665	0.857364
47.9356	0.965588
52.622	1.08314
57.7666	1.22599
63.4141	1.39587
69.6138	1.61255
76.4196	1.8912
83.8907	2.23836
92.0923	2.64599
101.096	3.10284
110.979	3.59443
121.829	4.1445
133.74	4.78885
146.815	5.55261
161.168	6.38504
176.925	7.10559
194.222	7.43981
213.21	7.12699
234.054	6.08401
256.936	4.503
282.056	2.83121
309.631	1.55814
339.902	0.898586
373.132	0.734469
409.611	0.868092
449.657	1.07923
493.617	1.10043
541.876	0.774483
594.852	0.348016
653.008	0.0733338
716.849	0.00626294
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

