um	
0.375124	0.148543
0.411798	0.266266
0.452057	0.395181
0.496252	0.563508
0.544768	0.69597
0.598027	0.808753
0.656493	0.905674
0.720675	0.993434
0.791132	1.04774
0.868477	1.06848
0.953383	1.05656
1.04659	1.01682
1.14891	0.945552
1.26123	0.840304
1.38454	0.710746
1.5199	0.568821
1.66849	0.427181
1.83161	0.293519
2.01068	0.18717
2.20725	0.117472
2.42304	0.0976431
2.65993	0.131203
2.91998	0.251039
3.20545	0.46646
3.51883	0.763511
3.86284	1.10801
4.24049	1.4925
4.65506	1.8887
5.11017	2.22159
5.60976	2.41801
6.1582	2.43189
6.76025	2.2911
7.42117	2.03947
8.14669	1.721
8.94315	1.37812
9.81748	1.09683
10.7773	0.936584
11.8309	0.921118
12.9876	1.01078
14.2573	1.10531
15.6512	1.14686
17.1813	1.07655
18.861	1.00613
20.705	0.968936
22.7292	1.03432
24.9513	1.21068
27.3906	1.43169
30.0685	1.68881
33.0081	1.85117
36.2352	1.93896
39.7777	1.91944
43.6665	1.84268
47.9356	1.77932
52.622	1.74918
57.7666	1.79532
63.4141	1.8905
69.6138	1.9961
76.4196	2.04685
83.8907	1.98824
92.0923	1.82762
101.096	1.71391
110.979	1.81891
121.829	2.32664
133.74	3.24546
146.815	4.29066
161.168	4.90548
176.925	4.61811
194.222	3.44319
213.21	1.85646
234.054	0.645007
256.936	0.111308
282.056	0.0069265
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

