um	
0.375124	0.0408334
0.411798	0.0776683
0.452057	0.129998
0.496252	0.178108
0.544768	0.222054
0.598027	0.260822
0.656493	0.293489
0.720675	0.319062
0.791132	0.336764
0.868477	0.34594
0.953383	0.346256
1.04659	0.337644
1.14891	0.32111
1.26123	0.297805
1.38454	0.269078
1.5199	0.236283
1.66849	0.200961
1.83161	0.164779
2.01068	0.130173
2.20725	0.100404
2.42304	0.0802403
2.65993	0.0748639
2.91998	0.0894885
3.20545	0.129731
3.51883	0.197857
3.86284	0.289948
4.24049	0.393879
4.65506	0.492651
5.11017	0.566043
5.60976	0.599521
6.1582	0.584877
6.76025	0.528043
7.42117	0.440464
8.14669	0.33946
8.94315	0.248161
9.81748	0.186692
10.7773	0.181042
11.8309	0.211991
12.9876	0.244521
14.2573	0.274571
15.6512	0.265018
17.1813	0.202859
18.861	0.157616
20.705	0.176841
22.7292	0.231164
24.9513	0.25926
27.3906	0.288432
30.0685	0.400968
33.0081	0.544152
36.2352	0.514089
39.7777	0.352767
43.6665	0.269592
47.9356	0.355059
52.622	0.621743
57.7666	0.865888
63.4141	0.807949
69.6138	0.62742
76.4196	0.722635
83.8907	1.24632
92.0923	1.86728
101.096	2.16703
110.979	2.42977
121.829	3.13371
133.74	4.30868
146.815	5.59467
161.168	6.8009
176.925	8.03201
194.222	9.22797
213.21	9.92939
234.054	9.56797
256.936	7.85454
282.056	5.02882
309.631	1.72648
339.902	0.135306
373.132	0.0658923
409.611	0.678457
449.657	1.18945
493.617	0.543114
541.876	0.0455114
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

