um	
0.375124	0.132293
0.411798	0.236951
0.452057	0.346048
0.496252	0.493307
0.544768	0.609184
0.598027	0.70604
0.656493	0.77868
0.720675	0.843111
0.791132	0.880621
0.868477	0.889154
0.953383	0.859398
1.04659	0.797295
1.14891	0.714835
1.26123	0.611085
1.38454	0.492184
1.5199	0.347634
1.66849	0.204705
1.83161	0.0864868
2.01068	0.0242772
2.20725	0.00329534
2.42304	0.00159763
2.65993	0.0123008
2.91998	0.0739282
3.20545	0.225722
3.51883	0.464596
3.86284	0.760543
4.24049	1.09863
4.65506	1.45272
5.11017	1.76059
5.60976	1.96412
6.1582	2.02871
6.76025	1.9742
7.42117	1.82414
8.14669	1.60891
8.94315	1.36119
9.81748	1.16433
10.7773	1.07453
11.8309	1.11766
12.9876	1.25036
14.2573	1.36618
15.6512	1.42364
17.1813	1.37409
18.861	1.35157
20.705	1.37315
22.7292	1.50306
24.9513	1.72805
27.3906	1.9584
30.0685	2.19397
33.0081	2.30743
36.2352	2.35742
39.7777	2.32558
43.6665	2.26853
47.9356	2.24764
52.622	2.25493
57.7666	2.3218
63.4141	2.40734
69.6138	2.49531
76.4196	2.55518
83.8907	2.56984
92.0923	2.54849
101.096	2.54195
110.979	2.62084
121.829	2.84518
133.74	3.19221
146.815	3.51368
161.168	3.57369
176.925	3.19004
194.222	2.38005
213.21	1.33171
234.054	0.502417
256.936	0.0941761
282.056	0.00708193
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

