um	
0.375124	0.0344197
0.411798	0.0654522
0.452057	0.109507
0.496252	0.149931
0.544768	0.186745
0.598027	0.219055
0.656493	0.246058
0.720675	0.266881
0.791132	0.280846
0.868477	0.287389
0.953383	0.286221
1.04659	0.277334
1.14891	0.261621
1.26123	0.240204
1.38454	0.214288
1.5199	0.185215
1.66849	0.154291
1.83161	0.123006
2.01068	0.0931742
2.20725	0.0672102
2.42304	0.0486693
2.65993	0.0409971
2.91998	0.0477169
3.20545	0.0726305
3.51883	0.117817
3.86284	0.181094
4.24049	0.254036
4.65506	0.325443
5.11017	0.381244
5.60976	0.411823
6.1582	0.411192
6.76025	0.38285
7.42117	0.334312
8.14669	0.274535
8.94315	0.220573
9.81748	0.18594
10.7773	0.193842
11.8309	0.236725
12.9876	0.281251
14.2573	0.320761
15.6512	0.32543
17.1813	0.277233
18.861	0.232132
20.705	0.244309
22.7292	0.307961
24.9513	0.37958
27.3906	0.461631
30.0685	0.589169
33.0081	0.693513
36.2352	0.661368
39.7777	0.585676
43.6665	0.614763
47.9356	0.782524
52.622	1.06608
57.7666	1.33285
63.4141	1.39661
69.6138	1.36515
76.4196	1.62057
83.8907	2.35714
92.0923	3.2264
101.096	3.78428
110.979	4.26155
121.829	5.10821
133.74	6.26922
146.815	7.27056
161.168	7.83163
176.925	8.08443
194.222	8.323
213.21	8.22647
234.054	6.50412
256.936	3.21936
282.056	0.723176
309.631	0.037639
339.902	0
373.132	0.0248436
409.611	0.398702
449.657	1.23724
493.617	1.26006
541.876	0.416964
594.852	0.0261495
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

